2671
1	107958
2	112193
3	119686
4	112285
5	850229
6	109002
7	107748
8	113357
9	111751
10	109242
11	111170
12	117965
13	107228
14	109590
15	113893
16	126644
17	108993
18	114008
19	849760
20	124189
21	109992
22	132020
23	114199
24	115921
25	108612
26	122472
27	119392
28	4352387
29	114247
30	849191
31	113170
32	111563
33	114723
34	113036
35	851910
36	107230
37	106558
38	107225
39	107556
40	950578
41	107933
42	852092
43	111185
44	112495
45	115156
46	108833
47	107601
48	109315
49	119357
50	109643
51	123796
52	109678
53	107732
54	129116
55	111164
56	109915
57	120488
58	115351
59	119584
60	110899
61	120581
62	130959
63	111033
64	112168
65	106573
66	121345
67	109159
68	110140
69	111179
70	849616
71	109303
72	107217
73	107173
74	112228
75	4383953
76	108068
77	849806
78	116412
79	119637
80	107895
81	110794
82	114580
83	117952
84	128236
85	853185
86	120100
87	849538
88	106656
89	853135
90	110939
91	853324
92	107083
93	111314
94	109978
95	110463
96	110900
97	116072
98	118489
99	115648
100	106880
101	109305
102	108887
103	112986
104	106624
105	108500
106	852773
107	852118
108	111814
109	114615
110	110793
111	111344
112	107873
113	115676
114	113128
115	107764
116	111087
117	106953
118	1229551
119	111219
120	116436
121	110355
122	119362
123	121411
124	106730
125	112431
126	112874
127	111192
128	117076
129	111160
130	110832
131	111904
132	849412
133	114330
134	852004
135	109883
136	111422
137	108866
138	109385
139	121371
140	117990
141	124085
142	853245
143	111837
144	110458
145	123904
146	37567
147	121760
148	116073
149	125255
150	849928
151	852322
152	109351
153	107742
154	118182
155	113019
156	114329
157	110474
158	106657
159	851729
160	108909
161	112430
162	111312
163	118320
164	121811
165	109610
166	106691
167	855957
168	852290
169	107368
170	113292
171	117162
172	121249
173	852091
174	106766
175	107321
176	112952
177	113150
178	107266
179	119322
180	853291
181	111591
182	1219931
183	109293
184	107506
185	116604
186	850396
187	114593
188	108011
189	107984
190	109007
191	110797
192	115559
193	109488
194	117967
195	138926
196	4178412
197	106962
198	111634
199	119613
200	111577
201	109594
202	112020
203	851455
204	111125
205	37611
206	851005
207	106714
208	110645
209	114333
210	116416
211	110869
212	120547
213	112630
214	114164
215	113269
216	111338
217	111553
218	107840
219	111001
220	108913
221	117170
222	851810
223	132019
224	111755
225	108915
226	106533
227	849463
228	109881
229	114426
230	109966
231	854907
232	106524
233	120513
234	106696
235	854757
236	108448
237	108636
238	849192
239	107639
240	114403
241	107647
242	107452
243	107990
244	112901
245	127917
246	112291
247	116887
248	856549
249	4359045
250	4351464
251	117963
252	108945
253	120731
254	107264
255	113241
256	125783
257	113026
258	111942
259	118044
260	106663
261	851610
262	856137
263	109676
264	107767
265	850046
266	112452
267	850507
268	122098
269	849715
270	107774
271	106772
272	113194
273	111818
274	850364
275	108237
276	110635
277	111611
278	852520
279	107568
280	110126
281	131483
282	850054
283	112391
284	110235
285	119308
286	111794
287	106825
288	110154
289	108855
290	4182131
291	119549
292	849857
293	112948
294	109734
295	106862
296	110826
297	114555
298	109981
299	107246
300	112433
301	109317
302	852856
303	106668
304	107250
305	112530
306	113025
307	112223
308	120824
309	113147
310	108100
311	111190
312	122050
313	114854
314	851378
315	110914
316	107369
317	115909
318	121882
319	852571
320	124217
321	114933
322	110030
323	110775
324	115718
325	119700
326	851140
327	127816
328	108964
329	119599
330	107331
331	107269
332	108898
333	851774
334	116414
335	109005
336	118895
337	111544
338	111661
339	850492
340	126950
341	849927
342	107214
343	112067
344	106662
345	111806
346	116442
347	108231
348	112427
349	110799
350	1224602
351	112923
352	4383943
353	109827
354	119280
355	114177
356	108063
357	108570
358	4179035
359	854525
360	110785
361	107925
362	110215
363	112231
364	106930
365	110617
366	106958
367	110851
368	119509
369	115655
370	852549
371	108137
372	107722
373	113221
374	107755
375	107035
376	851471
377	112498
378	108192
379	109276
380	112448
381	4181932
382	4252304
383	106932
384	108086
385	106613
386	109907
387	106659
388	112717
389	110469
390	111664
391	116235
392	849256
393	106715
394	111603
395	849446
396	125184
397	119298
398	111343
399	110464
400	108487
401	115915
402	112906
403	123744
404	113230
405	109896
406	111187
407	115809
408	971775
409	115106
410	107101
411	4383890
412	118920
413	113715
414	107915
415	110798
416	119695
417	112631
418	109485
419	852958
420	111850
421	120535
422	112396
423	111530
424	110147
425	117083
426	107555
427	108460
428	111092
429	124430
430	107562
431	853265
432	112557
433	136219
434	112987
435	121151
436	112208
437	108836
438	113724
439	108147
440	111423
441	850724
442	126823
443	111128
444	114553
445	849497
446	849623
447	107842
448	109068
449	110302
450	110245
451	107070
452	116107
453	850602
454	108868
455	109157
456	852113
457	850934
458	852128
459	850210
460	107194
461	110468
462	106566
463	110616
464	849733
465	4178552
466	112397
467	114299
468	115558
469	110439
470	109006
471	107168
472	112446
473	110503
474	109962
475	110790
476	126610
477	111238
478	852615
479	111831
480	107553
481	850237
482	113204
483	109952
484	111418
485	119941
486	107139
487	120912
488	111507
489	133302
490	109150
491	108436
492	125341
493	107383
494	112988
